node1,node2,distance,distance_to_depot,total_demand,is_customer,total_service_time,total_ready_time,total_due_time,rain,traffic,cost
13,26,30.2,18.97,7.21,1,11.09,62.31,125.18,0.36,0.4,557.66
13,27,37.39,49.27,12.26,1,13.01,62.31,173.48,0.2,0.55,712.65
13,28,20.87,46.3,11.9,1,18.76,62.31,106.17,0.06,0.32,661.25
13,29,50.25,52.05,10.55,1,11.28,62.31,117.91,0.16,0.91,654.32
13,30,42.6,22.3,10.23,1,13.58,62.31,149.48,0.26,0.31,643.29
13,31,53.07,44.38,8.88,1,17.91,62.31,169.17,0.07,0.08,704.33
13,32,39.0,40.95,10.56,1,12.49,62.31,156.66,0.44,0.26,664.42
13,33,20.32,30.69,14.97,1,15.15,94.43,142.18,0.76,0.97,775.32
13,34,30.41,6.3,12.1,1,15.7,62.31,154.4,0.81,0.72,707.92
13,35,76.15,45.51,8.45,1,17.46,62.31,118.14,0.66,0.4,714.21
13,36,73.0,48.14,15.04,1,12.65,84.22,139.67,0.98,0.1,775.93
13,37,16.0,40.87,12.24,1,17.18,86.48,135.32,0.42,0.06,696.87
13,38,74.11,46.19,10.22,1,11.67,80.75,115.27,0.85,0.41,698.22
13,39,11.85,28.3,7.52,1,15.9,62.31,121.99,0.33,0.17,583.65
13,40,23.41,30.66,8.54,1,11.03,62.31,136.53,0.97,0.16,605.11
13,41,54.35,25.19,10.91,1,19.46,86.71,128.37,0.21,0.77,747.32
13,42,17.64,48.27,13.17,1,19.17,62.31,183.33,0.3,0.49,774.45
13,43,57.25,26.74,15.01,1,17.75,62.31,179.86,0.37,0.41,792.76
13,44,64.33,43.21,12.36,1,18.06,62.31,163.88,0.64,0.48,793.93
13,45,45.02,36.54,8.57,1,11.88,62.31,140.75,0.21,0.14,606.62
13,46,53.21,43.65,7.36,1,12.24,62.31,188.53,0.65,0.73,712.7
13,47,29.28,18.34,8.21,1,11.15,62.31,176.83,0.09,0.5,609.86
13,48,62.42,55.93,11.85,1,15.2,62.31,146.51,0.61,0.1,733.17
13,49,58.65,27.98,12.9,1,14.59,62.31,179.86,0.35,0.73,757.7
14,0,30.41,0.0,5.1,0,7.19,58.05,100.29,0.27,0.03,326.65
14,1,57.42,64.33,9.34,1,13.25,58.05,100.29,0.72,0.94,688.99
14,2,14.59,15.83,7.84,1,9.87,99.29,100.29,0.56,0.34,552.1
14,3,80.41,50.0,11.67,1,13.09,58.05,100.29,0.4,0.09,660.85
14,4,20.75,39.53,10.69,1,11.56,58.05,100.29,0.93,0.44,609.62
14,5,62.43,35.01,7.75,1,13.49,58.05,100.29,0.23,0.2,589.68
14,6,47.61,26.89,11.75,1,11.47,58.05,100.29,0.23,0.66,609.54
14,7,56.03,44.42,7.68,1,8.82,68.36,100.29,0.94,0.02,582.1
14,8,15.94,46.24,6.24,1,10.94,58.05,100.29,0.53,0.53,545.32
14,9,61.15,34.38,7.97,1,14.51,58.05,100.29,0.52,0.43,626.17
14,10,79.95,55.19,13.73,1,12.07,58.05,100.29,0.03,0.15,660.48
14,11,35.36,44.09,14.74,1,15.78,62.85,100.29,0.77,0.12,692.29
14,12,57.54,40.62,6.92,1,13.17,58.05,100.29,0.44,0.16,587.4
14,13,50.07,30.67,10.25,1,17.13,62.31,100.29,0.34,0.5,659.14
14,15,18.94,28.57,12.81,1,13.85,58.05,100.29,0.67,0.17,614.45
14,16,55.66,25.26,13.93,1,16.66,81.68,100.29,0.61,0.15,706.79
14,17,63.62,34.33,10.61,1,15.19,58.05,100.29,0.05,0.59,646.29
14,18,36.45,50.7,8.11,1,13.07,58.05,100.29,0.94,0.31,619.79
14,19,51.66,39.69,14.67,1,15.2,76.57,100.29,0.11,0.17,680.91
14,20,42.14,34.5,15.06,1,15.06,58.05,100.29,0.19,0.31,661.18
14,21,62.12,31.96,8.69,1,9.99,70.35,100.29,0.66,0.28,598.52
14,22,70.85,44.21,6.34,1,13.53,97.15,100.29,0.83,0.55,680.2
14,23,47.24,42.94,8.38,1,14.92,72.71,100.29,0.6,0.76,664.18
14,24,20.75,49.48,11.7,1,15.49,58.05,100.29,0.61,0.47,654.47
14,25,50.18,40.08,12.76,1,8.54,58.05,100.29,0.96,0.22,620.6
14,26,19.9,18.97,7.16,1,8.34,58.05,100.29,0.36,0.21,480.71
14,27,43.48,49.27,12.21,1,10.26,58.05,100.29,0.79,0.86,658.29
14,28,54.94,46.3,11.85,1,16.01,58.05,100.29,0.86,0.48,705.18
14,29,35.16,52.05,10.5,1,8.53,61.75,100.29,0.02,0.08,544.55
14,30,50.17,22.3,10.18,1,10.83,58.05,100.29,0.26,0.91,599.41
14,31,19.84,44.38,8.83,1,15.16,58.05,100.29,0.15,0.98,618.96
14,32,71.27,40.95,10.51,1,9.74,58.05,100.29,0.94,0.85,662.56
14,33,58.84,30.69,14.92,1,12.4,94.43,100.29,0.52,0.31,698.95
14,34,36.59,6.3,12.05,1,12.95,58.05,100.29,0.31,0.1,571.73
14,35,43.85,45.51,8.4,1,14.71,58.05,100.29,0.86,0.6,651.8
14,36,67.04,48.14,14.99,1,9.9,84.22,100.29,0.42,0.64,701.59
14,37,64.8,40.87,12.19,1,14.43,86.48,100.29,0.74,0.11,701.14
14,38,29.31,46.19,10.17,1,8.92,80.75,100.29,0.24,0.75,596.94
14,39,40.59,28.3,7.47,1,13.15,58.05,100.29,0.31,0.83,590.43
14,40,32.92,30.66,8.49,1,8.28,58.05,100.29,0.88,0.56,561.62
14,41,41.69,25.19,10.86,1,16.71,86.71,100.29,0.24,0.94,688.58
14,42,64.68,48.27,13.12,1,16.42,58.05,100.29,0.71,0.02,703.19
14,43,36.17,26.74,14.96,1,15.0,61.26,100.29,0.76,0.65,694.56
14,44,66.86,43.21,12.31,1,15.31,58.05,100.29,0.75,0.53,708.61
14,45,16.47,36.54,8.52,1,9.13,58.05,100.29,0.51,0.15,520.85
14,46,18.5,43.65,7.31,1,9.49,58.05,100.29,0.02,0.43,510.99
14,47,20.79,18.34,8.16,1,8.4,58.05,100.29,0.97,0.28,525.57
14,48,30.35,55.93,11.8,1,12.45,58.05,100.29,0.86,0.35,647.62
14,49,33.07,27.98,12.85,1,11.84,58.05,100.29,0.27,0.63,611.29
15,0,28.57,0.0,7.71,0,6.66,0.52,176.25,0.32,0.02,366.04
15,1,40.58,64.33,11.95,1,12.72,18.77,173.52,0.51,0.75,706.9
15,2,19.14,15.83,10.45,1,9.34,99.29,142.14,0.04,0.62,607.3
15,3,75.03,50.0,14.28,1,12.56,42.3,148.69,0.23,0.8,735.92
15,4,39.38,39.53,13.3,1,11.03,49.13,134.3,0.77,0.8,684.14
15,5,51.53,35.01,10.36,1,12.96,16.77,136.79,0.81,0.87,657.3
15,6,53.52,26.89,14.36,1,10.94,16.92,145.9,0.8,0.34,653.23
15,7,37.92,44.42,10.29,1,8.29,68.36,165.5,0.61,0.43,654.0
15,8,30.56,46.24,8.85,1,10.41,27.01,152.58,0.67,0.79,621.99
15,9,62.95,34.38,10.58,1,13.98,25.59,170.42,0.54,0.8,705.94
15,10,83.63,55.19,16.34,1,11.54,23.07,176.25,0.68,0.19,760.44
15,11,52.62,44.09,17.35,1,15.25,62.85,144.02,0.91,0.35,792.58
15,12,40.91,40.62,9.53,1,12.64,46.41,130.02,0.17,0.13,594.66
15,13,56.86,30.67,12.86,1,16.6,62.31,176.25,0.7,0.07,759.19
15,14,18.94,30.41,12.81,1,13.85,58.05,100.29,0.0,0.45,596.79
15,16,51.3,25.26,16.54,1,16.13,81.68,101.49,0.04,0.1,693.43
15,17,62.29,34.33,13.22,1,14.66,42.75,146.96,0.68,0.81,739.63
15,18,22.77,50.7,10.72,1,12.54,9.94,168.1,0.89,0.73,665.11
15,19,62.36,39.69,17.28,1,14.67,76.57,176.25,0.83,0.49,840.37
15,20,23.96,34.5,17.67,1,14.53,25.09,162.48,0.73,0.68,738.53
15,21,58.85,31.96,11.3,1,9.46,70.35,176.25,0.14,0.64,684.01
15,22,72.78,44.21,8.95,1,13.0,97.15,176.25,0.42,0.06,733.89
15,23,60.94,42.94,10.99,1,14.39,72.71,119.44,0.87,0.14,700.33
15,24,26.57,49.48,14.31,1,14.96,47.74,170.13,0.37,0.23,716.62
15,25,32.02,40.08,15.37,1,8.01,3.34,176.25,0.46,0.91,653.99
15,26,30.51,18.97,9.77,1,7.81,5.58,125.18,0.16,0.78,503.04
15,27,60.34,49.27,14.82,1,9.73,3.48,173.48,0.93,0.04,680.57
15,28,67.27,46.3,14.46,1,15.48,54.04,106.17,0.21,0.63,715.18
15,29,53.95,52.05,13.11,1,8.0,61.75,117.91,0.47,0.74,657.26
15,30,40.95,22.3,12.79,1,10.3,43.06,149.48,0.13,0.66,626.19
15,31,38.67,44.38,11.44,1,14.63,8.02,169.17,0.97,0.77,707.94
15,32,66.99,40.95,13.12,1,9.21,3.71,156.66,0.96,0.85,682.11
15,33,59.17,30.69,17.53,1,11.87,94.43,142.18,0.25,0.82,773.97
15,34,33.03,6.3,14.66,1,12.42,30.43,154.4,0.62,0.17,634.46
15,35,25.15,45.51,11.01,1,14.18,5.89,118.14,0.63,0.0,578.09
15,36,50.62,48.14,17.6,1,9.37,84.22,139.67,0.35,0.7,744.85
15,37,69.03,40.87,14.8,1,13.9,86.48,135.32,0.62,0.91,795.2
15,38,17.64,46.19,12.78,1,8.39,80.75,115.27,0.5,0.5,621.55
15,39,50.38,28.3,10.08,1,12.62,39.08,121.99,0.12,0.52,598.75
15,40,46.22,30.66,11.1,1,7.75,55.7,136.53,0.65,0.2,600.11
15,41,26.8,25.19,13.47,1,16.18,86.71,128.37,0.64,0.83,737.07
15,42,73.66,48.27,15.73,1,15.89,17.64,176.25,0.93,0.33,795.02
15,43,19.42,26.74,17.57,1,14.47,61.26,176.25,0.15,0.21,722.07
15,44,52.79,43.21,14.92,1,14.78,56.79,163.88,0.9,0.97,807.17
15,45,35.07,36.54,11.13,1,8.6,50.61,140.75,0.93,0.24,618.77
15,46,37.29,43.65,9.92,1,8.96,50.93,176.25,0.5,0.06,624.92
15,47,30.95,18.34,10.77,1,7.87,49.8,176.25,0.08,0.77,604.24
15,48,48.58,55.93,14.41,1,11.92,57.28,146.51,0.34,0.11,694.1
15,49,15.38,27.98,15.46,1,11.31,50.61,176.25,0.89,0.96,730.42
16,0,25.26,0.0,8.83,0,9.47,81.68,101.49,0.73,0.28,441.93
16,1,79.65,64.33,13.07,1,15.53,81.68,101.49,0.1,0.71,753.65
16,2,41.07,15.83,11.57,1,12.15,99.29,101.49,0.38,0.8,653.88
16,3,24.74,50.0,15.4,1,15.37,81.68,101.49,0.29,0.45,702.61
16,4,62.24,39.53,14.42,1,13.84,81.68,101.49,0.09,0.65,704.54
16,5,21.16,35.01,11.48,1,15.77,81.68,101.49,0.68,0.71,681.34
16,6,28.36,26.89,15.48,1,13.75,81.68,101.49,0.17,0.22,650.22
16,7,49.88,44.42,11.41,1,11.1,81.68,101.49,0.7,0.65,670.07
16,8,71.45,46.24,9.97,1,13.22,81.68,101.49,0.57,0.78,700.26
16,9,20.67,34.38,11.7,1,16.79,81.68,101.49,0.21,0.06,636.62
16,10,40.08,55.19,17.46,1,14.35,81.68,101.49,0.38,0.75,753.04
16,11,62.17,44.09,18.47,1,18.06,81.68,101.49,0.56,0.84,824.73
16,12,41.76,40.62,10.65,1,15.45,81.68,101.49,0.09,0.22,642.05
16,13,31.56,30.67,13.98,1,19.41,81.68,101.49,0.51,0.1,709.8
16,14,55.66,30.41,13.93,1,16.66,81.68,100.29,0.99,0.48,747.44
16,15,51.3,28.57,16.54,1,16.13,81.68,101.49,0.66,0.22,733.74
16,17,13.44,34.33,14.34,1,17.47,81.68,101.49,0.92,0.9,740.04
16,18,71.2,50.7,11.84,1,15.35,81.68,101.49,0.28,0.33,707.47
16,19,44.76,39.69,18.4,1,17.48,81.68,101.49,0.91,0.16,779.92
16,20,46.58,34.5,18.79,1,17.34,81.68,101.49,0.53,0.57,780.55
16,21,7.85,31.96,12.42,1,12.27,81.68,101.49,0.05,0.55,599.88
16,22,27.73,44.21,10.07,1,15.81,97.15,101.49,0.26,0.76,680.38
16,23,53.43,42.94,12.11,1,17.2,81.68,101.49,0.48,0.31,712.14
16,24,74.48,49.48,15.43,1,17.77,81.68,101.49,0.65,0.95,819.13
16,25,48.22,40.08,16.49,1,10.82,81.68,101.49,0.59,0.57,702.57
16,26,41.42,18.97,10.89,1,10.62,81.68,101.49,0.33,0.94,622.16
16,27,64.84,49.27,15.94,1,12.54,81.68,101.49,0.84,0.61,754.58
16,28,52.37,46.3,15.58,1,18.29,81.68,101.49,0.35,0.83,779.54
16,29,72.66,52.05,14.23,1,10.81,81.68,101.49,0.55,0.29,700.28
16,30,15.78,22.3,13.91,1,13.11,81.68,101.49,0.77,0.04,631.95
16,31,68.23,44.38,12.56,1,17.44,81.68,101.49,0.22,0.53,733.28
16,32,15.83,40.95,14.24,1,12.02,81.68,101.49,0.53,0.33,645.55
16,33,15.06,30.69,18.65,1,14.68,94.43,101.49,0.97,0.46,746.47
16,34,19.21,6.3,15.78,1,15.23,81.68,101.49,0.53,0.91,690.78
16,35,60.6,45.51,12.13,1,16.99,81.68,101.49,0.03,0.64,713.98
16,36,44.63,48.14,18.72,1,12.18,84.22,101.49,0.11,0.8,732.98
16,37,30.37,40.87,15.92,1,16.71,86.48,101.49,0.87,0.26,742.01
16,38,68.18,46.19,13.9,1,11.2,81.68,101.49,0.85,0.71,726.54
16,39,38.15,28.3,11.2,1,15.43,81.68,101.49,0.42,0.78,675.92
16,40,46.67,30.66,12.22,1,10.56,81.68,101.49,0.21,0.07,602.3
16,41,34.17,25.19,14.59,1,18.99,86.71,101.49,0.42,0.89,748.86
16,42,46.02,48.27,16.85,1,18.7,81.68,101.49,0.72,0.21,779.46
16,43,40.91,26.74,18.69,1,17.28,81.68,101.49,0.58,0.78,778.52
16,44,34.19,43.21,16.04,1,17.59,81.68,101.49,0.59,0.81,766.87
16,45,59.97,36.54,12.25,1,11.41,81.68,101.49,0.81,0.03,658.28
16,46,67.69,43.65,11.04,1,11.77,81.68,101.49,0.09,0.08,631.11
16,47,40.51,18.34,11.89,1,10.68,81.68,101.49,0.99,0.3,632.22
16,48,79.55,55.93,15.53,1,14.73,81.68,101.49,0.43,0.2,752.75
16,49,44.46,27.98,16.58,1,14.12,81.68,101.49,0.55,0.98,739.11
17,0,34.33,0.0,5.51,0,8.0,42.75,146.96,0.0,0.69,393.64
17,1,92.8,64.33,9.75,1,14.06,42.75,146.96,0.93,0.47,754.94
17,2,49.27,15.83,8.25,1,10.68,99.29,142.14,0.81,0.07,639.83
17,3,21.28,50.0,12.08,1,13.9,42.75,146.96,0.6,0.84,692.79
17,4,66.27,39.53,11.1,1,12.37,49.13,134.3,0.99,0.32,689.43
17,5,32.67,35.01,8.16,1,14.3,42.75,136.79,0.95,0.02,620.32
17,6,25.06,26.89,12.16,1,12.28,42.75,145.9,0.68,0.91,664.5
17,7,63.28,44.42,8.09,1,9.63,68.36,146.96,0.87,0.49,668.22
17,8,78.82,46.24,6.65,1,11.75,42.75,146.96,0.17,0.63,638.77
17,9,10.32,34.38,8.38,1,15.32,42.75,146.96,0.72,0.44,629.41
17,10,26.86,55.19,14.14,1,12.88,42.75,146.96,0.58,0.44,692.96
17,11,62.8,44.09,15.15,1,16.59,62.85,144.02,0.27,0.84,786.66
17,12,54.99,40.62,7.33,1,13.98,46.41,130.02,0.62,0.04,618.14
17,13,26.9,30.67,10.66,1,17.94,62.31,146.96,0.19,0.71,697.84
17,14,63.62,30.41,10.61,1,15.19,58.05,100.29,0.87,0.22,664.87
17,15,62.29,28.57,13.22,1,14.66,42.75,146.96,0.01,0.32,675.87
17,16,13.44,25.26,14.34,1,17.47,81.68,101.49,0.42,0.07,664.47
17,18,83.23,50.7,8.52,1,13.88,42.75,146.96,0.85,0.85,732.64
17,19,39.8,39.69,15.08,1,16.01,76.57,146.96,0.69,0.9,793.42
17,20,59.81,34.5,15.47,1,15.87,42.75,146.96,0.62,0.63,759.92
17,21,6.84,31.96,9.1,1,10.8,70.35,146.96,0.6,0.44,607.11
17,22,14.6,44.21,6.75,1,14.34,97.15,146.96,0.99,0.44,685.32
17,23,50.35,42.94,8.79,1,15.73,72.71,119.44,0.01,0.73,667.64
17,24,83.54,49.48,12.11,1,16.3,47.74,146.96,0.47,0.57,763.82
17,25,61.66,40.08,13.17,1,9.35,42.75,146.96,0.07,0.32,636.15
17,26,46.58,18.97,7.57,1,9.15,42.75,125.18,0.78,0.16,547.68
17,27,63.76,49.27,12.62,1,11.07,42.75,146.96,0.47,0.46,686.14
17,28,47.07,46.3,12.26,1,16.82,54.04,106.17,0.67,0.73,714.38
17,29,74.55,52.05,10.91,1,9.34,61.75,117.91,0.97,0.11,662.76
17,30,29.21,22.3,10.59,1,11.64,43.06,146.96,0.71,0.35,616.83
17,31,73.2,44.38,9.24,1,15.97,42.75,146.96,0.41,0.84,721.89
17,32,12.15,40.95,10.92,1,10.55,42.75,146.96,0.28,0.54,598.51
17,33,6.64,30.69,15.33,1,13.21,94.43,142.18,0.45,0.67,715.34
17,34,29.26,6.3,12.46,1,13.76,42.75,146.96,0.77,0.61,656.47
17,35,73.67,45.51,8.81,1,15.52,42.75,118.14,0.83,0.66,697.87
17,36,57.17,48.14,15.4,1,10.71,84.22,139.67,0.44,0.79,751.8
17,37,19.52,40.87,12.6,1,15.24,86.48,135.32,0.45,0.09,687.59
17,38,79.64,46.19,10.58,1,9.73,80.75,115.27,0.19,0.67,667.95
17,39,36.79,28.3,7.88,1,13.96,42.75,121.99,0.01,0.08,552.73
17,40,47.35,30.66,8.9,1,9.09,55.7,136.53,0.11,0.42,576.64
17,41,47.45,25.19,11.27,1,17.52,86.71,128.37,0.23,0.08,691.12
17,42,37.23,48.27,13.53,1,17.23,42.75,146.96,0.44,0.99,754.31
17,43,53.82,26.74,15.37,1,15.81,61.26,146.96,0.51,0.86,769.08
17,44,45.96,43.21,12.72,1,16.12,56.79,146.96,0.93,0.55,755.32
17,45,64.78,36.54,8.93,1,9.94,50.61,140.75,0.57,0.42,630.88
17,46,72.92,43.65,7.72,1,10.3,50.93,146.96,0.88,0.98,687.66
17,47,45.59,18.34,8.57,1,9.21,49.8,146.96,0.31,0.81,594.49
17,48,83.97,55.93,12.21,1,13.26,57.28,146.51,0.8,0.48,762.39
17,49,57.1,27.98,13.26,1,12.65,50.61,146.96,0.8,0.09,686.25
18,0,50.7,0.0,3.01,0,5.88,9.94,168.1,0.24,0.76,367.64
18,1,22.31,64.33,7.25,1,11.94,18.77,168.1,0.65,0.3,612.91
18,2,41.62,15.83,5.75,1,8.56,99.29,142.14,0.98,0.59,620.48
18,3,93.37,50.0,9.58,1,11.78,42.3,148.69,0.24,0.17,668.46
18,4,56.58,39.53,8.6,1,10.25,49.13,134.3,0.8,0.77,646.54
18,5,66.33,35.01,5.66,1,12.18,16.77,136.79,0.26,0.17,554.8
18,6,76.25,26.89,9.66,1,10.16,16.92,145.9,0.31,0.34,596.66
18,7,40.41,44.42,5.59,1,7.51,68.36,165.5,0.85,0.11,597.69
18,8,39.78,46.24,4.15,1,9.63,27.01,152.58,0.88,0.6,577.41
18,9,84.94,34.38,5.88,1,13.2,25.59,168.1,0.71,0.24,651.31
18,10,105.87,55.19,11.64,1,10.76,23.07,168.1,0.33,0.66,725.73
18,11,71.8,44.09,12.65,1,14.47,62.85,144.02,0.44,0.07,719.46
18,12,47.79,40.62,4.83,1,11.86,46.41,130.02,0.64,0.16,571.74
18,13,79.62,30.67,8.16,1,15.82,62.31,168.1,0.8,0.06,723.5
18,14,36.45,30.41,8.11,1,13.07,58.05,100.29,0.41,0.48,581.5
18,15,22.77,28.57,10.72,1,12.54,9.94,168.1,0.1,0.69,601.48
18,16,71.2,25.26,11.84,1,15.35,81.68,101.49,0.72,0.49,712.03
18,17,83.23,34.33,8.52,1,13.88,42.75,146.96,0.23,0.83,684.27
18,19,84.85,39.69,12.58,1,13.89,76.57,168.1,0.17,0.06,745.41
18,20,30.1,34.5,12.97,1,13.75,25.09,162.48,0.51,0.5,669.87
18,21,79.0,31.96,6.6,1,8.68,70.35,168.1,0.23,0.14,620.71
18,22,94.67,44.21,4.25,1,12.22,97.15,168.1,0.49,0.18,702.33
18,23,82.57,42.94,6.29,1,13.61,72.71,119.44,0.02,0.04,619.66
18,24,28.69,49.48,9.61,1,14.18,47.74,168.1,0.87,0.99,724.91
18,25,35.62,40.08,10.67,1,7.23,9.94,168.1,0.65,0.98,614.24
18,26,52.56,18.97,5.07,1,7.03,9.94,125.18,0.22,0.93,485.15
18,27,79.93,49.27,10.12,1,8.95,9.94,168.1,0.47,0.01,621.94
18,28,89.42,46.3,9.76,1,14.7,54.04,106.17,0.24,0.01,653.03
18,29,70.17,52.05,8.41,1,7.22,61.75,117.91,0.09,0.55,590.18
18,30,58.32,22.3,8.09,1,9.52,43.06,149.48,0.09,0.33,570.26
18,31,53.07,44.38,6.74,1,13.85,9.94,168.1,0.68,0.86,658.39
18,32,86.29,40.95,8.42,1,8.43,9.94,156.66,0.79,0.82,642.84
18,33,80.8,30.69,12.83,1,11.09,94.43,142.18,0.62,0.96,766.3
18,34,54.36,6.3,9.96,1,11.64,30.43,154.4,0.5,0.65,618.99
18,35,18.9,45.51,6.31,1,13.4,9.94,118.14,0.7,0.97,573.09
18,36,56.69,48.14,12.9,1,8.59,84.22,139.67,0.57,0.22,683.12
18,37,91.49,40.87,10.1,1,13.12,86.48,135.32,0.02,0.87,730.86
18,38,7.37,46.19,8.08,1,7.61,80.75,115.27,0.6,0.95,583.98
18,39,72.94,28.3,5.38,1,11.84,39.08,121.99,0.56,0.59,592.01
18,40,67.86,30.66,6.4,1,6.97,55.7,136.53,0.4,0.5,569.45
18,41,40.11,25.19,8.77,1,15.4,86.71,128.37,0.49,0.75,684.08
18,42,96.4,48.27,11.03,1,15.11,17.64,168.1,0.29,0.91,751.81
18,43,31.75,26.74,12.87,1,13.69,61.26,168.1,0.34,0.02,671.45
18,44,63.29,43.21,10.22,1,14.0,56.79,163.88,0.15,0.43,698.37
18,45,52.47,36.54,6.43,1,7.82,50.61,140.75,0.68,0.95,604.37
18,46,51.59,43.65,5.22,1,8.18,50.93,168.1,0.89,0.85,635.27
18,47,53.12,18.34,6.07,1,7.09,49.8,168.1,0.76,0.07,562.46
18,48,60.06,55.93,9.71,1,11.14,57.28,146.51,0.02,0.5,654.28
18,49,27.39,27.98,10.76,1,10.53,50.61,168.1,0.8,0.91,672.48
19,0,39.69,0.0,9.57,0,8.01,76.57,188.38,0.76,0.91,563.94
19,1,102.08,64.33,13.81,1,14.07,76.57,173.52,0.9,0.15,847.8
19,2,43.26,15.83,12.31,1,10.69,99.29,142.14,0.22,0.81,682.02
19,3,60.83,50.0,16.14,1,13.91,76.57,148.69,0.42,0.56,785.59
19,4,41.3,39.53,15.16,1,12.38,76.57,134.3,0.89,0.86,754.6
19,5,64.99,35.01,12.22,1,14.31,76.57,136.79,0.85,0.41,741.66
19,6,16.44,26.89,16.22,1,12.29,76.57,145.9,0.04,0.06,655.9
19,7,83.84,44.42,12.15,1,9.64,76.57,165.5,0.65,0.51,746.23
19,8,61.57,46.24,10.71,1,11.76,76.57,152.58,0.55,0.92,735.16
19,9,30.11,34.38,12.44,1,15.33,76.57,170.42,0.53,0.88,759.68
19,10,37.07,55.19,18.2,1,12.89,76.57,178.5,0.31,0.96,821.73
19,11,29.73,44.09,19.21,1,16.6,76.57,144.02,0.43,0.89,818.51
19,12,78.91,40.62,11.39,1,13.99,76.57,130.02,0.46,0.32,718.92
19,13,13.3,30.67,14.72,1,17.95,76.57,188.38,0.09,0.16,748.12
19,14,51.66,30.41,14.67,1,15.2,76.57,100.29,0.7,0.57,721.13
19,15,62.36,28.57,17.28,1,14.67,76.57,176.25,0.04,0.86,808.25
19,16,44.76,25.26,18.4,1,17.48,81.68,101.49,0.84,0.73,790.49
19,17,39.8,34.33,15.08,1,16.01,76.57,146.96,0.55,0.72,772.06
19,18,84.85,50.7,12.58,1,13.89,76.57,168.1,0.81,0.06,788.42
19,20,74.11,34.5,19.53,1,15.88,76.57,162.48,0.67,0.01,835.76
19,21,44.39,31.96,13.16,1,10.81,76.57,178.29,0.58,0.96,747.91
19,22,34.85,44.21,10.81,1,14.35,97.15,188.38,0.58,0.55,772.69
19,23,11.87,42.94,12.85,1,15.74,76.57,119.44,0.78,0.59,705.22
19,24,71.52,49.48,16.17,1,16.31,76.57,170.13,0.79,0.15,839.5
19,25,79.72,40.08,17.23,1,9.36,76.57,188.38,0.62,0.15,789.15
19,26,32.53,18.97,11.63,1,9.16,76.57,125.18,0.14,0.82,609.15
19,27,27.04,49.27,16.68,1,11.08,76.57,173.48,0.75,0.51,766.96
19,28,7.62,46.3,16.32,1,16.83,76.57,106.17,0.05,0.76,708.66
19,29,42.58,52.05,14.97,1,9.35,76.57,117.91,0.05,0.04,636.81
19,30,54.89,22.3,14.65,1,11.65,76.57,149.48,0.11,0.29,686.24
19,31,49.51,44.38,13.3,1,15.98,76.57,169.17,0.93,0.46,801.93
19,32,51.95,40.95,14.98,1,10.56,76.57,156.66,0.89,0.25,738.53
19,33,33.34,30.69,19.39,1,13.22,94.43,142.18,0.36,0.29,759.24
19,34,41.02,6.3,16.52,1,13.77,76.57,154.4,0.03,0.47,706.19
19,35,84.05,45.51,12.87,1,15.53,76.57,118.14,0.02,0.2,719.27
19,36,84.99,48.14,19.46,1,10.72,84.22,139.67,0.89,0.21,813.82
19,37,25.03,40.87,16.66,1,15.25,86.48,135.32,0.68,0.57,769.3
19,38,78.65,46.19,14.64,1,9.74,80.75,115.27,0.29,0.37,697.66
19,39,12.02,28.3,11.94,1,13.97,76.57,121.99,0.19,0.31,622.98
19,40,19.55,30.66,12.96,1,9.1,76.57,136.53,0.59,0.16,621.41
19,41,64.61,25.19,15.33,1,17.53,86.71,128.37,0.61,0.33,780.48
19,42,13.94,48.27,17.59,1,17.24,76.57,183.33,0.47,0.8,833.91
19,43,66.28,26.74,19.43,1,15.82,76.57,179.86,0.61,0.52,858.45
19,44,76.94,43.21,16.78,1,16.13,76.57,163.88,0.03,0.37,809.7
19,45,42.44,36.54,12.99,1,9.95,76.57,140.75,0.61,0.59,685.7
19,46,50.02,43.65,11.78,1,10.31,76.57,188.38,0.3,0.05,697.02
19,47,31.87,18.34,12.63,1,9.22,76.57,176.83,0.97,0.84,712.61
19,48,57.1,55.93,16.27,1,13.27,76.57,146.51,0.26,0.86,787.51
19,49,66.94,27.98,17.32,1,12.66,76.57,179.86,0.12,0.6,787.15
20,0,34.5,0.0,9.96,0,7.87,25.09,162.48,0.9,0.79,484.87
20,1,33.11,64.33,14.2,1,13.93,25.09,162.48,0.52,0.95,739.81
20,2,36.07,15.83,12.7,1,10.55,99.29,142.14,0.86,0.86,711.83
20,3,65.81,50.0,16.53,1,13.77,42.3,148.69,0.97,0.42,779.3
20,4,61.4,39.53,15.55,1,12.24,49.13,134.3,0.49,0.2,696.76
20,5,37.08,35.01,12.61,1,14.17,25.09,136.79,0.6,0.5,656.77
20,6,61.01,26.89,16.61,1,12.15,25.09,145.9,0.7,0.23,692.99
20,7,13.97,44.42,12.54,1,9.5,68.36,162.48,0.74,0.58,675.63
20,8,54.48,46.24,11.1,1,11.62,27.01,152.58,0.48,0.15,639.01
20,9,64.3,34.38,12.83,1,15.19,25.59,162.48,0.9,0.2,721.95
20,10,85.33,55.19,18.59,1,12.75,25.09,162.48,0.69,0.47,799.49
20,11,72.33,44.09,19.6,1,16.46,62.85,144.02,0.98,0.88,876.89
20,12,18.3,40.62,11.78,1,13.85,46.41,130.02,0.09,0.47,619.65
20,13,64.88,30.67,15.11,1,17.81,62.31,162.48,0.35,0.45,789.54
